location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
JP Nagar,1310,1,2,0,2,15.04,6.75,0,76.9,106.72
HSR Layout,3170,6,5,0,9,23.23,6.49,0,64.7,326.65
Koramangala,5555,6,7,3,0,10.15,0.55,1,50.7,588.48
Koramangala,2797,5,5,2,8,3.0,4.14,0,79.2,374.94
Electronic City,1563,3,2,3,15,8.48,,2,59.8,123.15
Sarjapur Road,4301,6,7,2,8,10.67,9.59,0,89.6,381.2
Whitefield,1672,3,2,3,27,7.19,9.81,0,99.4,179.53
Indiranagar,728,1,2,0,11,13.46,0.64,3,86.7,171.07
Yelahanka,1174,2,3,1,0,7.97,2.12,0,84.6,114.11
HSR Layout,1824,4,3,2,15,3.03,11.83,2,61.3,209.21
Bellandur,1890,4,4,3,29,5.11,,1,72.1,249.8
Yelahanka,646,1,1,3,7,22.99,2.71,2,43.2,33.99
Bellandur,658,1,1,2,13,15.93,9.67,1,83.6,82.65
Hebbal,995,3,4,2,13,8.2,4.84,0,80.5,150.35
Hebbal,1610,3,4,0,9,9.49,1.57,1,56.2,189.08
Hebbal,1728,4,3,2,0,12.59,1.68,1,72.0,192.58
Yelahanka,1297,2,1,3,5,16.99,1.19,0,80.8,106.59
HSR Layout,758,2,2,0,8,14.76,,1,62.1,109.94
Indiranagar,3119,6,6,0,18,23.35,6.06,0,83.5,393.75
Yelahanka,665,1,1,1,21,15.83,0.38,2,87.8,49.9
HSR Layout,2456,4,4,1,15,22.81,1.58,0,53.4,211.34
Marathahalli,1802,2,2,1,18,0.63,10.9,1,58.1,172.78
Indiranagar,2427,4,3,2,10,22.32,10.54,2,64.1,288.51
Hebbal,940,1,1,0,29,18.18,10.03,1,54.1,88.14
JP Nagar,1109,4,5,2,20,4.72,8.53,1,86.5,169.95
Bellandur,1237,1,2,0,10,6.94,8.01,0,74.3,142.77
Hebbal,923,4,3,3,13,13.8,3.45,2,62.8,149.32
Koramangala,1358,3,4,2,6,3.56,,0,41.0,202.91
Sarjapur Road,2860,5,5,0,26,19.74,,2,59.6,227.58
Koramangala,588,2,1,1,25,19.88,11.77,0,90.2,103.68
Hebbal,836,1,2,1,11,7.87,7.68,2,84.6,136.14
Indiranagar,788,1,1,3,19,2.21,11.6,2,44.0,104.14
JP Nagar,1139,2,3,2,19,24.73,3.41,1,88.1,109.26
Bellandur,1114,3,2,0,22,6.64,7.53,3,50.7,130.39
JP Nagar,1835,4,4,1,4,2.16,9.16,0,99.2,248.9
Yelahanka,1222,3,4,0,0,8.58,1.32,2,92.1,138.11
Bellandur,1418,2,1,2,10,24.24,8.07,0,94.8,145.81
Hebbal,1494,4,4,1,14,19.93,2.2,2,86.2,172.97
Yelahanka,1373,3,4,3,9,12.27,4.07,1,82.6,136.72
HSR Layout,1767,3,4,3,28,7.98,8.65,3,54.7,193.97
Indiranagar,1122,3,2,2,14,10.87,5.39,1,75.2,223.82
Jayanagar,2968,6,6,2,27,0.93,11.07,0,81.8,384.93
HSR Layout,4856,6,5,0,12,18.1,3.05,4,57.3,459.03
Electronic City,1770,2,3,3,14,2.94,2.01,1,63.9,158.27
JP Nagar,1360,2,1,2,1,13.22,4.18,2,96.8,157.26
Jayanagar,1692,2,1,2,21,14.36,10.25,3,64.5,171.96
Yelahanka,655,2,2,3,12,0.54,10.2,2,58.9,89.29
Marathahalli,1325,1,1,0,11,24.51,4.56,1,46.4,73.65
HSR Layout,803,2,3,0,24,7.9,9.76,3,60.5,119.59
Electronic City,1589,2,2,3,22,2.39,1.12,4,76.7,158.78
Whitefield,805,3,2,3,3,21.43,0.29,0,48.9,132.76
Jayanagar,993,1,2,3,27,4.22,10.4,3,76.3,98.76
Koramangala,429,1,1,3,11,1.11,10.51,0,84.5,110.45
Bellandur,629,1,1,3,14,12.62,1.89,0,86.1,75.19
Electronic City,1459,4,3,2,12,3.68,3.71,1,99.1,126.31
Indiranagar,744,3,4,1,1,24.57,,3,66.1,153.76
Jayanagar,2154,2,3,3,19,0.76,1.19,1,41.9,225.46
HSR Layout,710,2,2,1,15,1.75,10.38,1,91.3,151.58
Indiranagar,1540,4,4,0,13,20.92,6.98,3,45.0,217.09
Koramangala,789,2,2,2,20,6.37,7.96,2,91.7,136.93
Marathahalli,1483,3,3,1,1,22.83,7.22,2,99.0,158.61
JP Nagar,516,1,2,0,16,8.12,7.07,3,94.4,120.97
JP Nagar,935,2,1,0,15,2.21,2.38,2,97.8,105.59
Hebbal,753,1,1,0,3,0.76,2.99,0,41.4,84.83
Indiranagar,1951,5,5,3,10,7.42,7.04,2,40.7,288.83
Yelahanka,1547,3,4,2,12,12.11,4.94,2,52.6,119.87
Marathahalli,609,1,1,0,5,0.52,6.59,1,87.9,98.25
JP Nagar,1073,2,2,3,16,14.74,3.19,1,45.4,123.86
Marathahalli,785,1,2,1,0,8.67,5.67,0,84.8,126.96
Electronic City,2024,2,1,2,8,10.06,1.89,1,40.8,119.8
Marathahalli,2415,4,3,1,20,6.9,0.65,2,83.9,246.65
Sarjapur Road,543,2,2,1,17,13.46,11.42,2,55.0,71.64
Koramangala,1891,2,3,3,10,6.14,8.73,0,66.4,250.68
JP Nagar,763,2,1,1,13,3.8,6.08,3,98.6,154.57
Marathahalli,1044,1,1,2,1,22.32,6.7,1,73.1,103.39
Indiranagar,1221,2,3,1,19,10.07,6.23,2,44.5,189.14
Whitefield,3259,6,7,3,10,2.38,10.81,0,92.4,377.6
Sarjapur Road,691,2,1,0,1,6.14,9.33,1,59.4,124.47
Sarjapur Road,1899,3,3,3,3,8.09,4.04,1,75.1,200.14
Yelahanka,630,2,2,0,26,19.36,2.77,1,82.7,63.57
Marathahalli,607,1,1,1,12,1.05,0.99,2,86.7,99.21
Hebbal,1219,2,2,0,5,12.22,1.94,0,65.9,123.84
Yelahanka,1214,2,2,3,6,10.49,5.98,2,86.4,144.08
Yelahanka,400,2,3,3,21,24.23,2.59,0,47.0,42.06
Whitefield,2271,5,6,2,19,4.91,3.89,0,71.5,236.2
Electronic City,400,1,2,2,25,15.88,,2,41.3,35.43
Marathahalli,1107,2,2,0,2,5.45,11.09,2,64.4,107.1
HSR Layout,2491,5,6,0,3,13.94,0.6,4,61.9,249.47
JP Nagar,4045,6,7,2,27,14.1,,1,98.7,388.13
Yelahanka,983,2,1,1,20,2.35,3.25,2,63.9,125.08
Koramangala,546,3,4,2,19,11.68,0.3,1,94.4,133.31
Bellandur,2440,4,3,1,2,11.8,11.16,0,66.1,241.41
Koramangala,1931,2,2,0,0,8.32,3.9,0,72.0,224.56
Whitefield,917,2,3,0,18,7.29,6.13,1,61.0,106.51
Whitefield,855,1,1,3,26,6.0,7.07,1,78.4,90.1
Indiranagar,809,1,1,3,20,0.65,7.4,1,84.3,151.05
Electronic City,993,1,1,1,12,0.54,5.63,0,87.5,90.89
Hebbal,1428,2,2,1,13,14.95,7.21,1,81.6,150.66
JP Nagar,879,3,4,2,21,7.64,9.07,0,59.8,101.33
Jayanagar,942,1,1,1,27,4.61,11.43,0,59.8,64.33
Yelahanka,1707,3,2,0,15,17.28,7.95,1,60.9,136.61
Koramangala,531,3,3,0,29,13.46,5.65,2,42.3,83.36
Bellandur,976,2,2,0,28,22.92,5.45,4,96.6,111.19
Whitefield,477,1,1,3,3,20.86,8.58,0,51.7,56.13
Whitefield,1274,3,4,1,16,18.3,,1,49.6,94.91
Electronic City,413,1,2,1,9,3.6,5.16,0,73.1,94.94
Bellandur,1958,5,5,3,28,16.82,4.16,0,42.8,183.66
Bellandur,582,1,2,3,6,17.5,11.92,1,90.3,114.16
Electronic City,453,1,1,3,12,19.2,9.25,1,92.6,36.61
Whitefield,982,2,3,0,24,6.95,2.64,1,63.9,102.52
JP Nagar,3075,5,5,1,12,16.19,3.65,2,98.3,342.58
Marathahalli,1774,3,2,2,21,15.65,10.75,1,59.5,161.55
Marathahalli,417,1,1,2,13,9.94,8.0,2,55.6,31.88
Electronic City,573,1,1,1,5,16.76,,1,99.4,88.43
Bellandur,965,1,1,1,15,2.62,4.5,4,55.0,102.08
Yelahanka,4110,6,6,3,8,16.27,4.67,3,66.7,286.45
Electronic City,716,2,3,3,19,15.35,2.4,2,76.7,73.94
JP Nagar,719,1,1,0,15,5.66,6.23,0,59.4,82.0
Electronic City,2780,5,4,3,20,20.55,9.23,2,63.1,216.2
Sarjapur Road,1336,3,3,1,20,21.92,6.86,4,83.2,125.74
Koramangala,2141,4,4,0,29,5.66,7.94,0,83.4,270.54
Bellandur,804,2,3,2,11,2.36,7.23,4,88.2,131.26
Hebbal,1135,2,1,1,15,15.29,0.89,1,75.6,120.52
Indiranagar,2474,5,6,2,4,12.26,2.42,1,54.0,351.97
Indiranagar,1108,2,3,1,23,10.98,4.33,0,60.0,118.0
Bellandur,2226,3,4,1,10,19.14,10.69,4,94.0,215.26
Hebbal,1485,3,2,0,0,24.26,4.31,3,84.0,159.56
Jayanagar,677,1,2,0,9,12.2,4.06,0,45.3,88.02
JP Nagar,1189,1,1,3,10,0.65,1.15,2,85.2,130.33
Sarjapur Road,2059,3,4,1,14,15.11,11.67,1,59.8,198.5
Sarjapur Road,1734,4,5,1,25,16.52,9.39,1,41.4,131.82
Whitefield,1174,1,1,0,26,20.79,9.24,2,69.0,69.16
Koramangala,424,1,1,2,2,5.39,4.73,1,93.0,117.58
Marathahalli,447,1,2,3,23,13.35,,1,66.7,44.97
HSR Layout,502,2,2,1,14,11.45,3.31,1,99.3,98.51
JP Nagar,906,2,3,0,10,16.78,10.26,1,50.7,69.44
HSR Layout,975,3,3,1,8,2.07,2.33,1,61.1,128.62
HSR Layout,533,1,1,0,1,22.16,10.75,2,41.0,66.37
Bellandur,2106,4,4,3,11,13.02,6.52,2,43.0,209.99
Indiranagar,599,2,2,2,19,21.99,8.63,0,61.3,110.36
Indiranagar,565,1,1,1,29,8.84,5.55,1,71.7,85.25
Marathahalli,1260,2,1,1,15,16.51,11.2,0,54.2,106.33
Bellandur,2050,3,3,3,23,23.94,3.03,1,50.0,190.69
HSR Layout,3715,6,5,2,15,23.61,,0,65.2,370.17
Hebbal,1653,2,3,1,20,23.63,1.02,2,50.2,129.04
Jayanagar,2861,6,5,3,0,1.55,5.87,3,77.9,381.21
Yelahanka,616,1,1,1,15,10.37,11.68,1,97.3,82.59
Indiranagar,3936,6,5,1,5,1.99,1.24,2,88.4,544.15
JP Nagar,431,1,1,3,13,8.08,6.18,2,52.9,71.66
Hebbal,910,1,1,3,24,4.78,,3,97.1,127.85
JP Nagar,1633,3,4,0,24,15.69,11.19,2,85.1,163.47
Whitefield,496,1,1,0,10,19.63,,1,49.3,50.76
Electronic City,721,1,1,1,0,13.08,6.13,1,74.8,79.26
Yelahanka,660,1,1,3,19,19.99,11.85,2,98.0,44.54
Indiranagar,1012,1,1,2,16,0.81,9.27,4,45.8,135.9
Sarjapur Road,2623,4,3,2,22,20.6,9.76,2,56.3,193.09
Indiranagar,1211,3,2,1,18,4.87,9.41,0,62.4,190.38
Hebbal,930,2,1,0,1,11.79,6.28,2,46.9,95.07
Whitefield,400,1,1,3,13,11.34,5.33,0,58.0,93.39
JP Nagar,1551,4,5,3,7,21.89,3.21,1,81.5,194.31
HSR Layout,1853,4,3,0,24,24.17,5.7,0,68.6,207.95
Sarjapur Road,471,1,1,3,22,6.75,0.44,0,65.3,90.79
Bellandur,1157,1,2,1,21,2.15,1.35,1,65.9,119.35
Koramangala,1334,2,3,3,25,16.44,3.59,1,85.6,192.74
HSR Layout,2040,4,3,3,28,12.82,4.14,1,99.5,242.67
Koramangala,805,1,1,0,26,14.36,8.55,1,75.3,115.45
Yelahanka,741,3,3,0,5,1.63,2.22,2,85.1,92.0
Jayanagar,934,2,2,2,8,19.5,9.59,1,62.4,124.07
Electronic City,2432,3,3,1,4,6.19,9.65,1,91.6,224.32
Jayanagar,2131,3,3,0,4,8.71,7.13,2,65.2,279.29
Sarjapur Road,1186,4,5,0,17,6.09,6.0,2,96.1,156.72
Marathahalli,2103,3,4,0,21,23.68,5.72,2,84.6,175.93
Sarjapur Road,400,1,2,3,13,4.63,5.16,3,82.4,95.61
Jayanagar,1855,3,3,1,11,18.44,,2,57.4,210.46
Indiranagar,649,1,2,1,27,6.52,7.93,1,87.8,155.3
Hebbal,3171,6,7,3,11,10.91,7.01,2,46.3,335.06
JP Nagar,668,1,1,3,21,24.9,0.39,0,72.3,62.8
Indiranagar,751,1,2,0,5,2.96,2.59,2,84.1,179.1
Indiranagar,1635,3,2,2,3,22.09,5.35,2,93.0,244.45
Hebbal,1724,4,4,2,26,23.68,10.84,1,74.2,161.95
Hebbal,939,2,2,1,14,17.61,11.89,2,55.5,85.73
Yelahanka,1472,2,2,2,22,0.74,9.07,1,90.9,152.56
HSR Layout,1576,3,3,0,14,20.61,9.04,1,86.1,177.88
Marathahalli,1490,2,3,3,24,22.12,5.1,0,49.2,87.0
Marathahalli,961,3,2,1,16,24.53,6.94,1,92.3,88.89
Indiranagar,1584,4,4,1,2,21.06,2.95,1,97.6,263.02
Koramangala,2601,4,4,3,9,11.42,8.91,2,72.3,337.51
Yelahanka,612,2,1,2,24,17.37,0.91,2,42.3,56.94
Indiranagar,756,2,1,1,29,12.39,5.12,4,94.9,144.18
Electronic City,1218,3,2,3,20,9.15,10.01,1,47.4,81.26
JP Nagar,671,2,1,3,21,15.85,11.76,1,78.0,72.34
Hebbal,445,1,1,2,7,19.36,8.42,2,64.1,27.62
HSR Layout,2189,5,6,2,8,16.08,2.53,1,99.5,316.63
Bellandur,400,1,1,0,23,20.75,,2,95.0,25.0
Hebbal,962,1,2,2,2,4.82,6.81,1,87.1,151.21
Electronic City,1822,3,2,2,25,9.66,,4,52.0,159.6
Koramangala,1390,2,1,3,0,8.16,10.11,1,82.0,220.82
Sarjapur Road,970,2,2,1,10,5.26,0.78,1,74.3,159.76
Sarjapur Road,656,1,1,3,12,11.36,2.8,1,48.1,51.49
Jayanagar,1450,3,3,0,11,23.72,10.13,0,87.7,167.99
Electronic City,697,1,1,3,28,13.68,11.68,1,45.2,25.0
Jayanagar,1389,3,3,0,20,7.52,3.68,2,68.9,186.19
Indiranagar,1297,1,1,2,6,9.17,8.35,3,65.6,167.33
Bellandur,1304,3,2,1,1,15.52,,1,88.4,180.26
Whitefield,844,2,1,1,0,9.14,0.68,0,65.7,95.55
Hebbal,3675,6,6,3,19,13.69,9.99,1,81.7,376.76
Whitefield,1461,3,3,1,2,7.22,8.92,1,68.7,203.41
Koramangala,1029,2,2,0,3,8.98,0.83,1,74.9,151.68
Indiranagar,1388,2,1,0,16,17.79,1.92,1,54.5,175.43
Marathahalli,784,1,1,2,17,14.82,11.99,2,52.1,34.81
Hebbal,970,3,3,3,16,2.79,7.88,3,82.6,171.65
Jayanagar,4472,6,5,2,18,24.34,9.65,0,47.3,428.9
Marathahalli,787,1,1,1,3,1.71,4.79,2,50.6,89.96
HSR Layout,1150,1,2,2,28,2.53,6.32,3,96.5,172.53
Bellandur,934,1,1,1,16,17.68,7.51,2,55.2,86.01
Bellandur,677,1,1,0,21,17.85,9.71,2,59.4,65.6
Sarjapur Road,1513,4,5,3,1,0.96,4.2,1,78.0,199.05
Yelahanka,1224,1,1,3,9,16.25,,1,66.4,85.39
Hebbal,1981,5,6,2,11,1.31,9.35,0,73.5,275.98
Jayanagar,1874,4,5,1,12,24.04,9.7,2,48.7,189.71
Koramangala,1969,4,4,0,10,17.56,6.09,1,80.3,247.85
Whitefield,724,2,2,1,20,5.07,5.79,0,49.4,57.08
Koramangala,1707,4,5,2,7,4.37,1.43,0,84.9,274.0
Marathahalli,1730,3,3,1,27,14.46,6.07,1,71.4,188.96
Marathahalli,684,1,1,0,28,16.02,8.48,3,89.0,81.3
Electronic City,1007,1,1,2,19,20.87,11.06,1,50.4,38.24
HSR Layout,539,1,2,0,4,22.63,1.68,0,62.7,89.38
Hebbal,1734,3,4,2,24,10.12,11.63,1,90.8,182.66
Bellandur,1730,3,2,3,1,21.18,2.96,1,87.9,206.19
JP Nagar,2635,5,4,1,11,13.79,2.28,1,97.9,277.37
Jayanagar,1058,3,4,0,27,12.03,1.55,1,53.3,140.04
Koramangala,1538,2,1,0,1,17.62,11.88,0,72.3,202.54
Jayanagar,2066,2,1,1,5,3.03,6.82,1,41.1,189.96
Marathahalli,793,2,3,0,21,7.0,3.39,1,97.9,109.78
Yelahanka,729,2,2,0,18,20.51,3.95,1,50.5,66.93
Sarjapur Road,806,2,1,0,11,12.85,11.41,2,94.3,107.83
Whitefield,990,2,2,3,24,22.75,10.82,2,80.7,88.74
HSR Layout,743,2,2,0,12,2.67,4.33,0,96.2,138.77
Yelahanka,826,3,2,3,16,8.18,0.95,1,54.9,77.67
HSR Layout,1948,3,3,1,11,9.21,10.04,3,60.7,213.54
Electronic City,1138,2,3,3,2,10.86,10.99,0,49.9,133.52
JP Nagar,1420,3,2,0,23,24.68,10.08,0,65.3,108.88
Marathahalli,886,2,1,0,7,8.11,10.97,2,96.8,149.87
Sarjapur Road,855,1,1,0,15,13.21,,0,74.3,102.85
Hebbal,1404,2,1,3,3,13.63,10.11,0,65.0,157.81
Yelahanka,1286,2,1,2,23,19.38,,1,59.5,73.4
HSR Layout,1841,4,4,2,26,13.19,10.7,1,75.1,216.69
Bellandur,2455,5,5,1,25,15.34,,0,83.4,251.52
Electronic City,820,3,2,1,12,18.96,,1,64.4,73.31
Bellandur,1927,2,1,1,7,2.98,8.71,1,53.9,188.6
Sarjapur Road,663,3,4,0,0,24.11,9.67,2,75.1,95.16
Hebbal,3754,6,7,2,2,21.23,2.9,0,61.9,399.26
Hebbal,779,1,1,2,0,10.02,0.23,0,99.7,106.77
Yelahanka,1754,4,3,1,14,18.35,6.22,1,66.5,153.18
Jayanagar,660,2,3,2,17,19.18,9.23,1,66.1,96.04
Electronic City,1104,3,3,1,19,21.33,1.68,1,90.4,123.19
Hebbal,2808,6,5,0,2,5.11,6.49,0,55.1,322.94
Hebbal,765,1,2,2,28,17.74,3.91,2,44.0,78.48
Yelahanka,4033,6,7,0,14,1.32,10.09,0,91.2,316.87
Marathahalli,1197,2,1,0,26,3.33,1.38,3,75.3,98.26
Indiranagar,2052,3,2,2,21,19.51,10.21,1,55.6,272.39
Electronic City,1498,3,4,3,27,20.42,7.41,1,60.6,111.48
Bellandur,1543,2,1,1,27,15.01,11.05,0,65.5,100.65
Sarjapur Road,548,1,1,2,4,14.75,11.24,2,80.8,89.49
Hebbal,925,2,1,0,20,18.86,9.74,2,68.1,90.77
Hebbal,2317,5,6,1,9,22.7,6.46,1,63.7,257.82
JP Nagar,993,1,2,0,6,10.82,1.88,0,86.8,119.77
Marathahalli,1295,2,1,1,22,3.31,2.86,3,44.3,140.2
Hebbal,512,1,2,2,24,21.06,,1,79.2,55.77
Indiranagar,893,2,2,0,7,8.87,8.8,2,66.9,134.48
JP Nagar,2226,3,2,1,2,3.78,6.63,1,60.1,233.91
Whitefield,593,1,1,1,17,15.56,5.37,3,95.7,65.67
Marathahalli,1780,3,4,2,16,14.66,5.83,3,86.7,187.27
Sarjapur Road,1323,3,3,1,15,12.12,,1,53.2,152.07
HSR Layout,1054,2,1,1,25,21.57,0.61,4,79.1,103.62
Electronic City,1029,3,4,0,21,7.17,5.42,2,89.3,137.98
Yelahanka,916,2,1,2,28,0.82,6.96,2,99.4,112.54
Sarjapur Road,962,1,1,2,12,8.42,7.15,0,81.9,98.62
Electronic City,2001,3,4,0,3,0.74,7.5,0,81.4,221.28
JP Nagar,946,1,1,3,2,13.82,0.83,2,76.8,127.03
Jayanagar,3243,6,7,0,10,9.77,6.78,1,42.4,389.17
Yelahanka,1415,3,4,0,26,20.44,6.7,1,75.1,97.57
Koramangala,874,2,2,3,1,20.04,10.29,1,88.3,153.27
Bellandur,2050,3,3,1,17,11.15,9.17,2,63.7,220.37
Whitefield,1691,3,2,2,26,5.8,0.57,0,75.2,170.07
Marathahalli,483,1,2,2,3,10.85,6.76,4,95.6,134.35
Hebbal,679,1,2,3,16,16.21,8.35,1,50.3,59.16
Jayanagar,1126,1,2,2,5,5.16,7.05,0,56.8,145.84
Jayanagar,502,1,1,3,9,19.44,8.18,2,46.6,76.09
Sarjapur Road,3789,6,6,1,10,8.6,1.58,0,70.0,357.03
Whitefield,1886,3,3,3,4,23.34,2.2,0,90.4,195.53
HSR Layout,1191,2,3,2,25,13.04,,2,66.1,143.38
Electronic City,994,2,1,2,24,21.25,9.65,0,44.2,25.0
Electronic City,863,3,4,3,17,15.59,0.51,1,55.8,89.12
Sarjapur Road,407,1,1,2,24,14.09,5.35,1,93.4,69.27
Indiranagar,463,1,2,3,24,17.21,11.91,1,73.5,84.82
Indiranagar,3414,6,7,2,9,20.38,9.24,1,94.8,445.67
Hebbal,2851,5,6,0,8,16.29,5.51,2,90.1,318.03
Koramangala,874,1,1,1,15,20.03,1.36,0,64.9,99.33
Bellandur,1977,4,3,2,9,5.17,4.44,2,78.0,238.32
Yelahanka,1585,3,4,2,9,7.3,2.02,1,79.9,154.33
HSR Layout,1692,3,3,2,3,6.13,11.07,1,84.8,213.23
Hebbal,548,1,2,3,20,20.06,8.29,1,60.0,43.58
Whitefield,444,1,1,2,23,2.61,10.3,1,57.3,68.08
Indiranagar,2300,5,6,3,13,20.0,10.79,1,81.1,291.67
Koramangala,404,1,1,2,7,10.03,7.36,0,89.1,122.75
Koramangala,1106,3,3,0,0,2.45,0.28,1,64.9,189.5
Sarjapur Road,980,2,1,0,15,10.9,6.76,0,59.3,101.41
HSR Layout,932,1,1,1,25,7.86,9.67,2,89.5,142.85
JP Nagar,1427,3,3,3,16,15.0,,0,81.2,136.39
Yelahanka,827,2,1,1,9,12.08,11.15,0,60.6,82.82
Bellandur,1492,4,3,2,5,7.77,11.96,2,71.8,190.94
Marathahalli,1297,4,4,2,6,21.63,6.68,4,97.7,140.0
Sarjapur Road,3806,6,5,0,17,10.47,,0,85.0,372.46
Yelahanka,560,2,1,1,1,12.03,7.93,1,53.3,47.8
Marathahalli,1219,3,4,2,20,21.24,6.88,1,57.7,135.47
Marathahalli,1521,2,1,2,8,2.68,2.09,2,55.9,129.53
HSR Layout,1042,2,1,3,4,10.05,3.4,3,90.9,138.39
HSR Layout,575,1,1,2,7,10.37,2.58,0,78.5,74.01
Hebbal,2396,3,3,1,23,12.65,1.05,0,96.4,220.37
Whitefield,1444,1,1,0,4,3.1,1.86,3,45.5,121.87
Koramangala,598,1,1,0,23,3.02,11.67,1,43.1,89.19
Yelahanka,1527,3,3,2,14,10.7,6.75,0,80.6,175.78
Sarjapur Road,3059,5,4,2,7,1.31,1.69,0,56.0,315.88
Hebbal,1176,4,3,2,4,6.75,8.61,4,80.8,193.56
Electronic City,1199,3,2,3,4,5.43,5.83,0,83.4,135.8
Sarjapur Road,2843,4,3,2,19,12.49,2.85,0,58.3,232.66
Whitefield,704,1,1,2,16,0.77,11.33,2,97.2,77.64
Bellandur,3103,5,4,3,8,17.06,2.85,2,86.5,317.86
Jayanagar,2049,4,3,1,1,21.46,1.35,2,62.0,246.96
Jayanagar,722,1,1,3,0,17.82,2.63,2,64.7,87.41
Koramangala,831,1,2,0,21,20.54,10.96,1,83.0,75.73
Jayanagar,899,3,3,3,20,16.26,10.32,0,58.2,119.26
Jayanagar,438,1,1,3,10,12.93,10.75,0,57.7,83.97
Electronic City,1385,2,3,1,14,5.87,11.01,0,77.5,115.5
Indiranagar,740,1,2,1,0,7.35,1.11,0,48.1,101.56
Bellandur,1413,4,3,2,6,8.28,8.59,1,99.6,193.09
HSR Layout,590,2,1,3,22,1.43,8.04,1,57.2,104.56
Marathahalli,1994,3,3,1,18,22.87,11.92,1,63.0,145.28
Indiranagar,1800,2,3,0,23,22.56,8.63,3,53.5,216.1
Sarjapur Road,814,1,2,2,14,3.14,9.55,2,78.6,104.63
Sarjapur Road,1462,2,1,3,5,14.14,8.64,2,43.6,119.24
Jayanagar,1256,3,2,0,19,11.96,7.52,4,95.7,189.68
HSR Layout,2712,6,7,1,25,17.24,,1,58.2,309.76
Whitefield,680,1,2,2,25,15.27,11.64,1,95.6,96.9
Yelahanka,1104,3,2,0,9,3.55,11.25,3,55.2,80.72
Indiranagar,844,1,1,3,11,16.67,5.37,2,70.8,132.8
Indiranagar,1230,2,1,0,12,15.42,3.55,1,81.7,189.33
JP Nagar,1609,2,2,2,14,13.51,,1,76.8,178.81
Bellandur,838,1,1,3,18,10.36,,0,70.7,119.28
Koramangala,982,1,1,3,16,23.9,4.93,1,87.3,158.16
Bellandur,2041,4,4,0,12,21.31,6.54,3,68.2,208.17
Yelahanka,2532,4,5,2,1,14.83,3.72,0,60.0,193.21
Sarjapur Road,1574,4,5,3,17,0.66,5.25,2,83.1,192.0
Sarjapur Road,1112,1,1,2,28,11.09,11.5,1,96.2,90.92
Sarjapur Road,1056,2,3,1,10,17.66,2.74,2,76.1,111.42
JP Nagar,1622,4,5,0,4,3.37,,3,56.8,195.6
Sarjapur Road,1360,3,4,2,3,10.46,2.74,0,85.8,152.72
Yelahanka,485,1,2,1,1,5.2,3.97,2,85.7,89.46
Hebbal,1644,3,4,1,26,8.78,1.23,0,56.0,165.07
HSR Layout,748,1,1,2,15,1.15,,2,63.1,112.78
Koramangala,550,1,1,2,24,3.6,0.41,0,48.5,56.35
Yelahanka,479,1,1,0,6,11.64,9.5,2,44.8,54.23
Jayanagar,1066,1,2,0,7,22.51,7.01,1,88.4,117.91
Hebbal,686,2,2,3,7,12.52,9.04,1,62.4,128.55
Koramangala,400,1,1,0,1,11.6,9.44,1,56.9,38.29
Yelahanka,985,2,2,2,14,19.8,1.67,0,55.4,62.19
Hebbal,916,2,3,3,4,7.06,0.45,0,44.5,128.13
Sarjapur Road,1105,2,2,1,18,2.83,2.19,0,99.1,119.9
HSR Layout,849,2,1,1,9,5.63,4.73,0,62.0,141.87
Indiranagar,3282,6,5,2,8,19.89,1.07,2,49.9,421.25
Bellandur,1595,3,4,3,24,17.09,5.59,2,91.8,211.26
Marathahalli,912,1,1,3,21,2.74,3.56,0,83.4,128.72
HSR Layout,1159,2,2,0,28,16.84,,1,79.8,135.51
Indiranagar,2613,6,7,1,19,23.32,,2,57.8,341.63
Whitefield,2031,4,3,1,7,1.6,8.75,1,64.9,199.36
Yelahanka,557,1,2,0,4,15.6,7.97,1,90.5,97.32
Whitefield,702,2,2,1,18,9.79,7.91,1,78.4,86.25
Indiranagar,781,1,1,0,12,12.78,6.75,0,60.7,97.65
HSR Layout,942,2,2,1,26,13.44,6.25,3,46.6,90.22
Yelahanka,865,3,2,1,13,19.39,10.61,0,94.0,83.94
Jayanagar,1223,1,2,1,7,14.15,1.09,2,97.3,190.77
Marathahalli,1799,3,2,0,15,15.03,3.6,1,83.1,183.46
Sarjapur Road,1971,3,2,1,29,8.66,1.43,1,81.5,190.58
Yelahanka,1003,1,1,1,29,3.59,0.33,3,72.3,86.79
Jayanagar,488,1,2,3,27,17.23,0.36,2,98.3,59.19
Yelahanka,677,1,1,1,21,0.51,0.48,1,81.6,77.95
HSR Layout,902,2,2,2,4,8.55,8.24,1,44.6,143.01
Jayanagar,605,1,2,1,0,5.84,1.51,0,45.5,87.36
HSR Layout,2247,3,4,1,18,10.02,2.59,2,97.8,254.38
Hebbal,627,1,1,3,22,8.13,5.14,0,96.6,113.5
Indiranagar,1685,3,4,3,18,17.75,3.38,0,73.5,225.16
Electronic City,476,2,1,0,16,6.88,9.84,1,52.8,79.52
Yelahanka,1723,3,4,0,23,14.24,7.56,1,75.0,121.54
Bellandur,1112,3,3,2,22,11.67,4.13,1,85.8,148.21
Yelahanka,2757,5,6,3,20,20.13,3.95,1,40.5,200.75
Indiranagar,644,1,1,0,27,10.99,8.27,1,89.4,103.19
