location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Yelahanka,1148,2,3,3,15,17.47,8.28,0,70.6,274.24
Hebbal,1135,2,1,3,10,15.49,6.42,3,76.7,421.73
Hebbal,1969,2,2,3,7,29.96,,0,51.5,380.15
JP Nagar,450,1,1,0,25,14.62,,1,72.8,366.02
Electronic City,2708,4,3,2,7,15.69,5.24,0,52.5,468.45
Whitefield,541,1,1,3,19,27.57,6.16,2,75.2,131.37
Electronic City,888,2,3,1,4,14.08,6.03,2,35.7,284.35
Yelahanka,2240,3,4,0,19,24.37,5.45,0,59.0,353.82
Bellandur,1191,1,2,1,12,3.56,6.8,1,93.0,304.92
Whitefield,1235,1,2,0,0,5.18,7.21,2,62.3,236.84
Indiranagar,1340,1,1,3,26,8.04,4.19,2,63.4,407.82
JP Nagar,1445,4,5,0,14,25.12,2.71,1,90.4,442.51
Jayanagar,1026,3,2,2,21,14.7,1.0,0,82.4,416.37
Whitefield,1093,2,1,2,20,27.06,10.66,2,57.6,292.68
Bellandur,2547,4,3,2,28,15.79,10.24,0,98.2,503.38
Yelahanka,2445,4,3,1,12,21.19,3.52,2,85.3,501.67
Koramangala,5318,6,6,3,21,23.33,4.2,1,55.8,829.25
Whitefield,3174,6,6,3,9,7.91,7.42,2,41.2,543.89
Sarjapur Road,1871,3,4,0,22,19.03,1.71,0,97.0,477.03
HSR Layout,2084,3,3,0,12,0.83,6.91,4,96.0,578.84
Bellandur,1751,3,4,1,25,13.73,,0,89.7,498.18
Whitefield,1345,1,2,2,32,5.62,8.33,2,88.9,371.76
Hebbal,536,1,1,1,20,12.17,7.16,0,98.2,316.02
Hebbal,1483,2,2,0,34,12.31,,1,58.4,350.53
Hebbal,776,1,1,3,0,6.16,11.94,2,67.2,307.18
Electronic City,1639,4,4,2,11,25.43,2.63,2,86.7,326.19
Whitefield,2202,4,3,2,30,23.88,4.43,2,75.1,484.01
Marathahalli,450,3,2,0,10,16.2,9.26,2,78.4,246.85
Electronic City,2119,6,6,0,14,18.86,5.77,0,48.8,253.94
Bellandur,1054,3,2,1,21,7.64,3.44,2,40.1,406.5
Hebbal,2182,4,5,1,2,14.42,4.01,2,66.0,476.92
Electronic City,2057,2,2,1,24,6.58,,1,62.0,511.37
Electronic City,657,1,2,0,15,6.99,9.91,1,45.9,136.75
Indiranagar,915,2,3,0,1,4.98,2.62,0,93.9,611.5
Yelahanka,1611,2,2,1,6,4.0,2.77,1,99.2,311.57
Bellandur,474,2,1,3,14,11.13,,2,92.7,371.36
Jayanagar,1085,2,1,0,24,29.36,5.73,0,59.6,376.97
JP Nagar,3010,5,5,2,0,17.91,13.06,1,41.9,544.67
Whitefield,2204,4,4,1,0,28.33,5.18,3,90.3,395.89
Whitefield,3352,4,3,0,6,10.15,13.18,0,81.4,566.61
Electronic City,838,1,2,2,9,7.78,12.64,0,53.9,135.18
Hebbal,751,2,1,2,1,7.69,9.72,4,36.6,351.36
Marathahalli,1642,2,2,0,25,16.08,14.41,0,41.2,200.2
HSR Layout,829,1,1,2,32,20.72,,0,40.7,245.35
Sarjapur Road,553,1,1,0,11,8.29,0.46,4,54.6,299.48
Koramangala,2824,5,5,3,23,14.51,8.46,1,74.4,675.37
Sarjapur Road,2285,4,3,3,20,24.02,9.76,3,91.2,499.9
Jayanagar,1061,1,2,1,29,9.64,11.36,0,62.5,447.45
Indiranagar,1669,2,2,3,32,1.57,10.7,2,57.4,647.07
Hebbal,3455,6,6,0,2,12.16,2.66,2,69.7,693.07
Marathahalli,733,1,2,2,17,20.42,6.55,1,40.7,281.28
Sarjapur Road,3025,5,5,3,11,17.23,5.23,4,92.5,637.62
HSR Layout,599,1,2,0,12,18.34,5.61,4,97.2,251.19
JP Nagar,575,1,1,2,5,5.21,12.96,1,57.6,342.57
Yelahanka,1352,2,1,3,3,9.71,,4,56.4,279.64
JP Nagar,880,3,4,3,32,23.9,1.17,0,57.0,202.6
Koramangala,1132,1,2,0,22,5.16,1.86,1,43.5,498.07
HSR Layout,1026,1,2,3,21,26.45,12.05,1,63.4,212.06
Marathahalli,2234,3,2,2,15,10.39,5.53,3,100.0,505.33
Jayanagar,911,1,1,2,16,10.08,8.95,0,66.3,435.95
Hebbal,533,1,1,1,33,17.47,10.61,2,76.5,169.34
Koramangala,1119,2,2,0,24,9.47,4.69,0,47.9,404.34
Yelahanka,5720,6,6,1,12,29.29,12.39,1,42.0,581.8
Yelahanka,571,1,2,3,29,4.69,,2,67.6,299.24
Indiranagar,1331,4,5,1,0,22.94,6.0,1,89.2,418.11
Yelahanka,525,3,2,1,16,9.3,12.36,0,48.5,157.37
Bellandur,450,1,1,0,1,3.05,10.17,4,77.3,409.26
Whitefield,802,2,2,0,21,1.83,1.51,1,86.4,201.1
Electronic City,2073,3,4,3,29,6.43,9.06,0,51.7,309.06
Whitefield,2931,6,5,1,4,17.35,4.25,2,55.0,554.16
Indiranagar,1281,4,4,0,0,20.48,6.12,1,40.4,291.33
JP Nagar,1085,1,1,1,0,17.95,14.55,2,43.6,223.19
Electronic City,1678,4,3,1,9,4.4,2.24,0,92.5,320.23
JP Nagar,814,1,1,1,31,29.7,10.6,0,39.8,334.58
Hebbal,1112,4,4,0,2,10.57,10.5,0,74.1,453.2
HSR Layout,1912,4,3,0,24,11.8,,0,71.0,513.12
HSR Layout,450,3,2,3,31,16.6,14.84,3,87.4,416.41
HSR Layout,822,1,1,1,24,3.19,8.25,1,44.3,390.49
Sarjapur Road,1067,2,1,1,11,9.46,5.87,2,47.1,189.2
Bellandur,1613,3,2,1,12,25.44,,2,74.0,420.01
HSR Layout,450,1,1,2,30,23.83,6.93,1,45.6,345.95
Bellandur,450,1,1,1,0,15.4,12.4,1,35.9,203.03
HSR Layout,450,1,1,0,19,20.95,13.0,4,99.3,296.9
JP Nagar,710,1,1,2,14,24.35,10.42,4,92.9,411.91
Indiranagar,1924,1,1,3,4,13.05,10.59,0,42.7,513.66
Sarjapur Road,1609,3,3,3,28,4.4,11.02,1,42.0,311.02
Electronic City,2136,5,5,1,14,27.34,5.49,2,79.4,277.51
Koramangala,1075,2,3,1,18,25.45,11.71,1,50.3,462.36
JP Nagar,1079,2,2,2,29,2.62,7.02,2,91.2,313.43
Sarjapur Road,1098,2,3,3,1,28.99,2.54,0,55.4,191.67
Electronic City,878,2,3,0,7,22.99,5.07,0,96.2,343.28
Jayanagar,6236,6,6,1,10,29.52,5.31,1,79.3,961.56
Indiranagar,1542,2,2,1,8,13.48,5.6,1,66.0,595.96
JP Nagar,686,1,1,0,23,4.86,0.87,0,91.5,239.47
Sarjapur Road,1045,3,3,3,25,16.49,7.28,1,37.7,373.48
Indiranagar,2165,3,4,2,33,19.02,6.44,1,42.3,643.82
Bellandur,450,1,1,3,26,19.31,7.79,3,67.9,287.4
Whitefield,1010,3,3,0,12,2.89,,3,40.9,298.76
JP Nagar,2471,5,4,3,3,22.7,11.62,1,42.4,398.32
Whitefield,1779,1,1,0,33,17.35,8.7,3,62.3,360.7
HSR Layout,893,3,3,2,28,20.64,,0,84.2,382.45
Indiranagar,2107,4,5,0,23,4.17,7.09,0,87.7,577.87
Yelahanka,1120,3,4,2,29,20.86,2.42,4,87.2,344.86
HSR Layout,635,1,1,1,10,1.92,6.1,1,89.8,330.26
Bellandur,1053,1,2,3,29,4.98,7.08,3,92.0,365.81
Sarjapur Road,2838,6,6,1,28,9.87,7.52,1,60.3,547.7
Jayanagar,1609,3,3,2,23,12.48,3.35,3,81.5,504.41
Yelahanka,1182,1,1,3,1,7.4,6.07,3,98.9,352.23
Hebbal,450,2,3,3,14,8.45,10.43,1,76.3,423.32
Jayanagar,958,2,1,2,4,5.9,4.35,1,83.2,414.53
Indiranagar,2001,1,1,2,11,23.62,3.05,0,71.5,571.23
Sarjapur Road,2160,4,4,1,27,5.64,,0,97.8,459.52
Sarjapur Road,450,1,2,3,31,2.15,1.5,0,67.1,341.59
Marathahalli,602,2,2,2,12,20.18,1.02,1,53.7,314.6
Koramangala,1016,3,4,0,13,12.4,9.98,1,42.8,394.13
Bellandur,943,3,3,1,18,5.07,8.13,0,38.1,225.19
Whitefield,1807,4,3,3,25,3.09,14.84,2,83.0,331.62
Marathahalli,450,1,1,2,15,2.57,,1,49.7,187.44
JP Nagar,756,2,2,1,22,21.64,3.0,2,37.5,280.36
Hebbal,2056,3,4,1,8,12.56,,2,79.2,435.96
Whitefield,2181,4,4,0,0,14.98,14.55,2,70.0,476.22
Marathahalli,467,1,1,0,29,9.27,,2,64.5,273.73
HSR Layout,1782,5,5,1,23,16.19,2.06,2,95.7,419.51
Yelahanka,478,1,1,0,15,8.89,11.91,2,71.9,237.18
Yelahanka,1779,2,2,2,28,22.73,14.09,4,97.8,164.64
HSR Layout,1884,1,2,1,26,13.59,13.34,0,60.7,450.22
Hebbal,1340,1,1,2,15,9.37,13.81,1,91.7,388.49
Jayanagar,636,1,1,1,24,3.71,,0,82.6,409.1
Yelahanka,450,1,1,3,15,3.77,3.3,1,76.6,196.79
Jayanagar,3047,5,5,1,18,16.63,1.61,2,35.8,571.01
Sarjapur Road,462,1,1,1,9,21.06,14.86,0,86.9,157.17
Jayanagar,777,2,3,3,21,11.72,14.43,1,87.1,267.76
Koramangala,1008,1,2,3,13,26.06,,1,44.8,316.9
Koramangala,1226,2,3,3,14,5.4,2.3,2,89.7,430.63
Hebbal,1696,4,3,0,31,20.15,6.14,1,65.7,362.21
Hebbal,1586,2,1,2,25,4.21,4.07,3,64.5,420.12
Indiranagar,1378,2,2,1,21,26.04,,3,100.0,488.8
Hebbal,1050,1,1,3,21,23.73,,0,53.0,269.92
Whitefield,665,2,1,3,12,0.59,8.33,1,40.7,276.95
Indiranagar,2288,4,5,2,11,28.16,14.28,0,43.6,514.79
Sarjapur Road,1541,3,4,2,14,8.57,8.91,2,87.5,554.29
HSR Layout,1905,2,2,2,26,21.1,10.66,1,84.6,404.06
Jayanagar,1041,2,2,3,3,15.14,2.9,1,47.2,424.2
JP Nagar,1925,4,5,3,33,6.38,10.9,3,58.4,451.13
Koramangala,450,1,1,2,2,29.56,14.19,1,42.3,211.61
Jayanagar,2418,3,4,3,29,2.75,3.84,0,73.3,557.97
Yelahanka,1054,1,1,0,24,26.42,10.68,3,42.0,351.34
Jayanagar,891,1,2,3,29,9.49,11.91,1,87.3,316.43
Yelahanka,848,1,2,0,21,11.55,14.99,0,88.7,261.42
Sarjapur Road,792,2,3,3,34,1.32,0.8,0,67.9,297.92
Bellandur,1213,2,3,3,29,29.47,,2,85.3,408.18
Electronic City,1385,4,5,3,15,17.03,8.29,0,88.2,415.94
Jayanagar,3411,5,6,0,32,28.89,3.22,4,47.3,676.91
HSR Layout,1228,2,3,1,18,0.68,,1,85.9,415.36
Electronic City,563,1,1,2,22,5.6,11.02,2,37.4,287.18
HSR Layout,5218,6,7,3,20,25.88,5.5,0,99.5,672.26
Sarjapur Road,1167,1,2,0,28,11.05,3.61,1,76.1,283.73
Hebbal,1083,2,3,0,16,22.31,,3,98.6,243.43
Indiranagar,847,2,3,3,10,29.54,5.64,3,59.7,430.82
Yelahanka,483,1,1,0,33,17.14,14.03,1,58.4,242.19
Jayanagar,2657,5,5,2,10,21.34,3.83,2,53.1,543.79
Hebbal,553,2,1,3,30,5.95,2.51,1,47.0,200.26
Electronic City,2311,4,5,1,17,26.18,7.13,2,81.2,513.27
Hebbal,997,2,1,2,30,29.04,8.22,0,44.8,354.21
Whitefield,1750,2,2,0,17,4.03,10.73,1,40.5,339.16
Hebbal,984,2,1,3,1,3.07,8.64,0,58.0,301.34
Bellandur,1480,3,2,3,32,21.0,,0,89.1,271.21
Jayanagar,1192,2,1,1,5,16.78,5.18,1,45.5,488.85
Hebbal,1227,3,2,0,29,18.05,4.46,1,51.5,440.32
Hebbal,2710,6,7,1,8,25.77,10.89,1,48.6,549.49
JP Nagar,1211,1,2,3,20,12.29,4.66,0,97.0,420.08
HSR Layout,590,2,2,1,21,5.11,2.89,2,46.8,138.81
Indiranagar,450,1,1,2,28,17.72,14.62,0,35.1,250.34
Jayanagar,829,1,1,2,1,22.26,6.74,1,46.1,275.78
Marathahalli,1824,2,1,1,0,14.08,11.42,3,81.9,397.0
Marathahalli,1777,3,3,2,6,21.95,1.27,2,40.2,343.08
Hebbal,2014,2,1,3,23,13.15,11.13,4,62.7,489.66
Jayanagar,1569,4,3,2,6,23.41,8.01,1,83.5,436.59
Jayanagar,1544,3,4,2,20,28.96,7.9,1,77.0,348.94
Electronic City,737,2,1,1,18,24.59,,1,49.9,251.02
Jayanagar,1739,2,1,0,8,27.74,8.07,1,83.8,495.21
JP Nagar,3178,6,7,2,19,24.39,2.39,3,60.9,564.61
Sarjapur Road,1106,1,1,1,24,28.41,2.2,1,90.7,429.57
Sarjapur Road,1841,3,2,1,18,6.33,1.34,4,65.8,463.43
Koramangala,827,1,1,2,14,10.84,12.78,1,59.5,434.22
Bellandur,2375,4,4,3,13,20.28,14.84,2,66.0,560.35
Whitefield,1851,2,3,2,1,1.14,9.2,0,67.8,513.68
Indiranagar,1307,2,1,0,28,12.39,9.61,2,37.8,378.85
Bellandur,650,1,1,1,29,16.91,9.37,0,87.5,239.48
HSR Layout,1509,3,4,1,21,28.45,14.1,0,77.0,378.31
HSR Layout,3523,6,5,2,24,17.94,,4,52.7,611.37
Electronic City,1304,2,3,2,34,27.9,0.39,0,46.9,285.6
Whitefield,5328,6,6,3,15,0.95,6.46,1,38.5,797.12
JP Nagar,524,2,2,0,9,10.53,1.64,1,86.5,201.97
Marathahalli,740,2,2,2,25,20.76,1.24,1,45.7,268.82
Sarjapur Road,765,2,3,0,19,14.71,7.71,1,98.1,182.06
Hebbal,1213,4,3,1,19,1.69,12.78,1,95.7,347.33
HSR Layout,2200,3,3,3,21,26.1,13.59,2,51.4,521.53
Electronic City,852,3,2,3,9,22.05,,0,61.9,294.0
HSR Layout,1217,3,2,0,0,29.81,6.57,4,44.7,365.24
HSR Layout,1746,4,3,3,21,10.77,,1,37.1,394.49
Whitefield,1317,3,2,2,5,24.9,,3,100.0,330.81
Jayanagar,1262,2,3,0,20,11.09,8.01,2,48.0,384.9
Indiranagar,1151,3,4,0,5,21.16,,1,77.1,421.29
HSR Layout,3054,6,6,0,12,8.0,13.86,1,44.0,692.94
Jayanagar,721,3,3,3,0,27.87,2.37,4,38.9,388.36
Jayanagar,3294,5,5,1,22,27.15,2.95,0,42.0,624.6
HSR Layout,822,1,2,1,27,9.88,5.69,1,97.4,287.27
Koramangala,1857,2,3,0,21,12.85,4.42,0,83.8,613.48
Electronic City,1740,2,3,3,21,1.01,9.92,1,49.6,326.2
Marathahalli,1202,2,2,1,25,17.86,6.49,1,84.6,417.03
Marathahalli,1246,2,3,3,17,18.21,14.37,1,61.6,458.24
Koramangala,1620,2,1,0,32,2.51,3.32,0,63.9,456.08
Electronic City,1056,3,3,3,7,25.62,3.83,2,93.9,247.51
Jayanagar,802,1,1,2,4,9.19,6.62,0,42.0,356.52
Koramangala,2508,2,1,0,1,22.02,13.24,2,86.7,699.93
Electronic City,987,2,2,1,26,3.96,,0,69.9,289.74
Electronic City,1249,3,2,3,15,21.21,9.22,0,95.1,265.51
Whitefield,1056,2,2,0,6,6.3,5.42,1,77.7,448.29
Hebbal,1449,2,2,0,1,15.27,10.98,2,97.3,241.69
JP Nagar,1937,4,3,0,33,27.63,13.61,0,49.3,301.11
Hebbal,760,2,2,3,11,28.52,8.12,1,88.7,319.38
Bellandur,450,1,1,1,7,14.02,10.16,0,98.2,283.67
Koramangala,4990,6,5,3,29,24.03,6.27,0,97.5,817.7
Yelahanka,559,2,1,2,8,12.22,9.23,0,35.4,223.48
Koramangala,1413,1,1,0,0,4.87,12.93,2,37.9,446.67
Sarjapur Road,653,1,1,3,9,1.07,1.39,1,78.4,418.22
Electronic City,1164,2,1,0,9,7.98,3.27,1,88.4,257.99
JP Nagar,450,1,2,2,25,1.29,14.63,0,59.7,254.02
HSR Layout,4476,6,7,2,31,3.17,9.39,2,43.9,637.36
Indiranagar,1054,2,1,1,10,28.57,13.22,4,36.4,269.23
Whitefield,1101,1,1,1,19,16.89,12.5,0,77.8,378.19
JP Nagar,2046,1,1,1,7,24.81,12.47,2,58.1,471.22
Indiranagar,763,1,1,2,24,23.51,13.17,2,41.6,370.95
Electronic City,450,1,2,1,2,12.83,4.93,1,69.6,248.4
JP Nagar,2880,5,6,0,20,21.09,12.88,2,97.0,480.3
Yelahanka,450,1,2,2,18,22.38,7.89,4,88.7,210.42
Indiranagar,1397,3,3,3,8,10.28,5.52,1,81.0,496.37
Electronic City,460,2,3,2,19,1.12,3.05,1,37.9,277.32
Koramangala,1548,2,2,3,34,22.98,12.89,0,42.4,518.82
Sarjapur Road,1777,3,4,2,29,20.42,1.81,1,52.6,379.47
JP Nagar,1080,3,2,0,11,7.5,8.19,2,36.0,353.23
Marathahalli,832,3,3,1,17,11.83,10.0,2,85.9,300.61
Koramangala,722,2,1,2,26,10.54,4.62,1,37.4,260.15
Marathahalli,1182,3,3,2,1,20.76,0.78,1,91.5,305.22
Bellandur,912,2,1,2,22,14.7,,1,97.7,315.78
Hebbal,649,3,2,2,31,6.81,7.25,3,62.4,396.47
Hebbal,993,4,5,2,16,23.43,,0,81.9,377.18
Sarjapur Road,903,1,1,2,21,8.75,4.85,0,89.0,352.87
Koramangala,6500,6,6,0,22,2.33,8.08,2,83.6,997.18
Electronic City,960,1,1,3,21,2.05,3.74,3,76.5,393.21
Whitefield,860,1,2,0,32,9.64,2.31,1,44.0,214.1
JP Nagar,1878,4,3,1,7,8.06,12.32,2,47.9,436.15
Yelahanka,4138,5,4,1,7,19.45,10.99,3,98.2,518.83
HSR Layout,700,3,4,2,12,9.96,7.0,1,79.3,424.11
Sarjapur Road,1080,2,3,1,9,28.23,12.81,1,43.3,381.21
HSR Layout,764,2,1,1,24,18.09,14.58,2,56.0,291.75
Sarjapur Road,2656,2,3,3,22,10.72,14.65,1,95.8,490.86
Yelahanka,1929,2,1,0,16,3.92,14.38,1,39.7,257.57
Hebbal,1835,4,3,1,29,3.14,14.68,1,38.2,556.84
HSR Layout,701,1,2,3,4,7.44,13.88,4,78.1,296.39
HSR Layout,1293,3,2,2,25,7.18,,4,75.8,377.16
Koramangala,2464,5,5,1,4,19.47,7.64,3,94.6,619.23
HSR Layout,3379,6,6,1,18,5.72,10.71,1,46.4,640.09
Hebbal,999,4,5,0,10,28.85,12.29,0,41.3,455.04
Hebbal,1737,4,3,0,4,19.64,8.24,1,99.7,546.34
Hebbal,2347,5,4,3,16,1.88,1.14,1,76.1,628.43
Marathahalli,1446,1,1,1,31,12.11,2.8,1,74.9,343.73
Yelahanka,2507,6,7,1,11,21.29,11.74,0,77.9,485.69
Hebbal,450,2,2,3,16,10.06,5.06,1,36.3,390.09
Sarjapur Road,1804,1,1,1,23,14.21,2.91,1,65.3,383.3
Electronic City,1259,3,4,0,34,5.39,10.1,1,63.7,362.23
Jayanagar,2043,4,3,1,29,24.98,2.38,1,93.7,566.86
Yelahanka,4943,6,6,0,0,29.7,12.87,1,90.3,555.98
Electronic City,1989,5,5,1,9,26.85,,0,90.8,415.43
Koramangala,450,1,2,0,30,9.4,4.7,2,64.5,332.68
Yelahanka,627,2,2,2,30,19.81,14.95,0,39.2,176.54
Bellandur,1927,2,1,1,16,12.61,8.42,2,72.7,421.38
HSR Layout,1989,3,2,3,14,17.63,1.72,4,74.6,450.45
Jayanagar,3715,5,6,2,11,28.0,,2,35.7,710.61
Electronic City,2176,5,5,2,26,17.2,12.45,1,59.4,300.98
Jayanagar,654,1,2,2,3,23.28,1.8,1,58.8,310.65
HSR Layout,5248,6,5,0,22,21.55,5.31,3,52.1,784.21
Yelahanka,974,2,1,3,20,25.71,10.17,1,90.6,251.83
Marathahalli,1449,3,3,2,20,22.51,,2,47.7,277.46
Marathahalli,779,1,2,3,7,11.16,,2,39.6,284.02
Indiranagar,1946,3,4,3,17,13.99,8.39,2,79.3,456.48
Marathahalli,3283,5,4,3,23,19.3,9.4,0,38.7,504.12
Bellandur,3095,6,6,0,13,8.95,,0,41.7,711.18
Koramangala,1251,2,1,0,3,14.05,11.47,2,69.2,375.56
Sarjapur Road,1201,4,3,3,14,24.3,2.33,2,82.5,349.06
HSR Layout,1988,3,2,1,10,3.85,,0,95.9,544.57
Marathahalli,1033,3,3,0,23,14.57,3.38,0,41.1,286.12
Jayanagar,2353,4,3,2,30,6.99,7.65,0,87.0,541.51
Hebbal,2921,6,5,3,24,26.87,3.66,2,47.5,466.59
Marathahalli,1549,3,4,0,18,9.12,4.48,2,38.8,250.34
HSR Layout,855,1,1,0,13,11.19,12.49,3,82.9,401.35
Indiranagar,1172,2,3,0,8,8.14,10.42,1,73.1,452.78
Bellandur,2968,6,7,1,19,2.72,10.59,2,87.5,588.95
Bellandur,6500,6,6,1,29,12.5,5.93,4,58.9,872.49
Indiranagar,2045,5,4,2,28,13.67,7.38,1,53.4,601.02
Hebbal,826,1,1,2,19,18.24,7.48,2,69.5,324.67
Jayanagar,770,1,2,1,4,23.16,0.75,3,64.0,395.09
HSR Layout,1249,2,1,1,0,15.74,9.79,1,91.9,412.05
Indiranagar,2221,5,4,1,23,10.15,7.71,2,62.1,705.17
Indiranagar,524,1,2,0,11,29.42,7.17,1,51.4,206.2
Sarjapur Road,1328,2,2,2,17,13.12,14.36,2,81.8,300.29
HSR Layout,1839,5,6,3,29,18.6,2.9,1,49.1,592.49
JP Nagar,2034,2,1,3,19,10.15,11.18,1,37.0,436.76
Electronic City,1282,2,3,3,29,23.54,8.85,3,39.8,276.52
Bellandur,476,1,1,1,5,26.02,10.84,0,48.2,300.57
Jayanagar,3220,5,5,1,33,25.69,13.17,3,69.1,541.98
Marathahalli,3080,5,6,1,4,14.87,6.02,3,62.1,372.94
JP Nagar,1357,3,3,2,11,15.05,5.58,2,82.8,442.19
Jayanagar,924,1,2,2,8,19.99,13.03,0,57.0,355.6
Marathahalli,1083,2,1,3,33,25.37,11.8,4,89.4,237.29
Jayanagar,1003,3,4,2,26,13.45,11.03,1,63.5,379.02
Electronic City,1381,4,5,3,26,4.67,3.02,2,75.8,361.55
HSR Layout,1578,3,3,0,15,7.09,,0,79.3,519.42
Electronic City,526,1,2,0,1,16.39,1.3,2,69.4,241.03
Yelahanka,450,1,2,0,17,4.69,1.41,3,81.2,153.6
Bellandur,1027,1,2,1,8,3.31,8.76,1,41.0,412.04
Yelahanka,1330,2,1,0,7,5.99,4.5,1,68.6,287.35
JP Nagar,500,1,1,1,21,27.81,9.43,3,85.3,228.63
JP Nagar,1467,1,2,0,1,25.25,11.33,0,75.2,310.2
Electronic City,2433,5,6,2,31,14.77,4.6,3,68.0,391.84
Hebbal,879,2,3,1,32,21.59,5.72,2,39.6,304.1
Yelahanka,2273,4,3,1,23,28.64,1.0,1,89.5,470.09
Whitefield,693,1,1,0,30,27.68,,0,62.3,219.06
Jayanagar,1628,2,2,0,8,13.09,8.83,0,66.0,381.59
Marathahalli,592,2,2,0,14,17.53,,1,52.9,245.06
Hebbal,1056,2,3,0,19,8.73,2.56,0,82.2,355.12
Sarjapur Road,541,1,1,1,27,18.71,6.53,3,61.4,139.96
JP Nagar,1149,1,2,0,15,4.13,6.29,1,46.9,305.01
Yelahanka,1725,2,1,3,16,24.77,12.19,1,73.5,287.9
Hebbal,2880,5,4,1,32,29.38,14.76,2,94.1,468.15
Electronic City,723,2,1,1,10,7.46,10.09,2,68.2,311.71
Electronic City,915,2,3,0,15,25.26,,2,69.1,284.26
Yelahanka,450,1,1,0,29,9.4,,3,40.3,282.43
Electronic City,1755,2,2,2,11,23.0,1.33,0,88.0,410.75
Sarjapur Road,671,1,1,2,4,4.61,10.32,3,64.0,382.77
HSR Layout,680,1,1,1,22,4.8,6.98,1,76.9,401.3
Sarjapur Road,1104,3,2,1,10,2.67,11.27,1,64.1,372.72
Marathahalli,2644,4,5,3,10,28.14,8.63,1,61.0,480.55
Marathahalli,660,1,2,2,3,13.38,10.19,2,74.4,377.98
JP Nagar,2534,6,5,0,14,7.48,5.58,1,89.3,496.93
JP Nagar,1941,4,5,0,3,27.53,6.39,0,98.6,527.49
Bellandur,1235,1,1,2,31,3.66,,2,42.3,431.06
Electronic City,2152,3,3,3,25,12.37,1.39,0,44.9,420.07
Yelahanka,1173,1,1,0,28,6.77,1.17,0,97.2,347.76
HSR Layout,574,1,1,3,16,11.34,4.49,0,44.3,431.35
Koramangala,1209,2,1,2,12,2.74,7.53,0,75.9,548.08
Indiranagar,1091,3,3,0,23,13.65,5.17,0,71.3,476.13
JP Nagar,567,1,1,2,31,25.79,7.77,2,86.3,275.05
Hebbal,2350,6,6,2,19,4.11,4.1,2,51.6,420.9
Electronic City,722,1,2,0,8,29.38,7.09,1,38.6,270.43
Hebbal,450,3,2,2,20,7.42,12.13,2,49.0,261.06
JP Nagar,669,3,4,1,2,28.56,3.27,0,67.2,238.38
Koramangala,1544,1,1,0,7,7.27,4.29,1,87.7,376.85
Koramangala,2486,6,6,3,25,2.06,13.43,1,59.5,573.17
Whitefield,1428,1,1,0,6,22.07,1.29,2,90.5,431.3
Yelahanka,1334,2,1,2,28,17.14,12.79,0,85.1,287.55
JP Nagar,5277,6,6,3,23,25.35,14.12,0,66.5,657.65
Yelahanka,671,2,1,2,6,22.23,2.54,2,36.9,159.02
JP Nagar,840,1,1,0,2,8.13,5.25,0,79.5,286.52
Indiranagar,1004,2,2,3,11,12.62,,0,50.0,234.11
JP Nagar,571,1,1,3,15,4.73,2.75,1,74.6,291.5
Jayanagar,806,1,1,3,13,26.65,5.82,1,52.6,282.2
Sarjapur Road,3821,6,7,1,11,21.31,10.92,1,77.5,516.39
HSR Layout,1095,4,4,0,21,3.29,13.65,3,62.6,431.57
JP Nagar,1504,2,3,1,11,4.55,7.32,2,41.3,351.36
Yelahanka,621,2,2,2,22,29.12,11.17,0,97.2,213.19
JP Nagar,1074,1,2,0,2,13.35,14.36,2,88.7,381.12
HSR Layout,2605,4,4,0,21,10.64,3.4,1,64.8,634.48
Electronic City,840,2,1,0,7,29.16,9.09,1,43.6,283.32
Sarjapur Road,3980,6,5,3,6,6.89,8.41,1,92.6,657.2
Bellandur,1561,2,1,1,23,6.69,4.88,0,72.9,389.43
Sarjapur Road,3082,6,6,2,27,0.59,14.49,4,95.6,605.21
Bellandur,2267,5,4,0,25,15.7,14.28,2,56.8,346.81
Indiranagar,1988,3,4,1,1,28.99,9.23,1,51.6,467.71
Indiranagar,1666,4,5,3,7,26.78,14.76,3,89.9,627.15
Yelahanka,1559,2,3,0,11,6.6,9.2,1,88.4,332.93
Sarjapur Road,2747,2,2,0,1,24.94,12.98,2,89.0,631.99
Bellandur,779,3,2,0,12,11.15,4.63,3,44.9,407.6
Whitefield,1626,1,1,1,29,25.26,11.35,0,41.0,380.27
Koramangala,500,1,2,3,17,13.66,7.44,2,71.4,213.11
Sarjapur Road,3465,5,6,0,17,14.33,10.25,1,77.3,600.41
JP Nagar,2039,3,2,0,25,3.74,11.01,1,62.0,467.2
Koramangala,1698,4,4,3,29,1.48,3.08,1,96.1,514.26
Indiranagar,849,2,3,2,5,4.91,13.63,0,50.6,486.44
Yelahanka,1196,2,1,0,2,3.55,4.97,4,41.2,253.07
Koramangala,1626,2,2,3,27,22.53,1.23,0,51.0,337.19
Bellandur,450,3,3,0,16,10.88,2.34,3,97.7,233.71
Hebbal,1670,4,3,2,28,29.04,6.07,3,40.1,385.04
Whitefield,933,1,2,3,28,16.82,14.2,3,63.7,402.03
Marathahalli,2921,6,7,0,13,17.98,6.19,0,47.4,424.77
Marathahalli,1990,1,1,0,33,10.27,14.55,1,65.5,431.31
